attendance_id,dli_number,parade_date,attendance_status,late_status,excused_leave
ATT10475,DLI25SDA000069,2026-07-18,Present,No,N
ATT09218,DLI25SDA000017,2026-02-08,Present,no,no
ATT06659,DLI24SDA000028,2025-09-28,Present,No,No
ATT07035,DLI24SDA000035,2026-07-25,Present,NO,NO
ATT00280,DLI22SDA000011,2024-10-13,Absent,N,N
ATT03501,DLI23SDA000034,2025-05-10,Absent,No,NO
ATT00625,DLI22SDA000024,2024-08-24,Present,No,No
ATT09620,DLI25SDA000034,2025-11-15,Present,No,N
ATT02172,DLI23SDA000006,2026-02-28,Present,no,N
ATT04280,DLI23SDA000050,2026-01-17,present,no,No
ATT06305,DLI24SDA000021,2025-11-15,Present,No,No
ATT05171,DLI23SDA000069,2024-12-07,Present,No,no
ATT06660,DLI24SDA000028,2025-10-05,Present,N,No
ATT04494,DLI23SDA000055,2024-10-26,Present,N,no
ATT10569,DLI26SDA000015,2026-07-25,Present,Yes,No
ATT10292,DLI25SDA000062,2025-11-15,present,No,No
ATT00906,DLI22SDA000034,2024-11-17,Present,no,No
ATT01900,DLI23SDA000001,2024-10-13,present,N,N
ATT02324,DLI23SDA000010,2024-08-08,Present,no,no
ATT09614,DLI25SDA000034,2025-08-24,Absent,No,N
ATT00685,DLI22SDA000026,2024-10-13,PRESENT,no,No
ATT03593,DLI23SDA000036,2025-03-29,Present,no,N
ATT06795,DLI24SDA000031,2024-11-17,Absent,NO,No
ATT00791,DLI22SDA000030,2024-09-22,Present,No,No
ATT05039,DLI23SDA000066,2025-08-24,Present,N,NO
ATT07347,DLI24SDA000042,2024-09-08,present,No,No
ATT08315,DLI24SDA000061,2024-09-01,Absent,No,NO
ATT05958,DLI24SDA000014,2026-04-18,Present,NO,NO
ATT09223,DLI25SDA000017,2026-04-25,P,No,No
ATT08520,DLI24SDA000065,2024-09-08,Present,Y,N
ATT08751,DLI24SDA000069,2025-10-05,Present,No,No
ATT02500,DLI23SDA000013,2025-10-16,Present,no,No
ATT02830,DLI23SDA000020,2025-08-17,Present,Y,N
ATT00355,DLI22SDA000014,2024-08-24,Absent,N,NO
ATT05989,DLI24SDA000015,2025-04-27,Present,N,No
ATT04501,DLI23SDA000055,2025-01-05,Present,NO,no
ATT09444,DLI25SDA000026,2026-07-25,Present,N,no
ATT04126,DLI23SDA000047,2025-08-17,Present,No,No
ATT08285,DLI24SDA000060,2025-05-03,Present,No,No
ATT07942,DLI24SDA000053,2026-01-31,Present,No,No
ATT07637,DLI24SDA000047,2026-02-08,Present,N,No
ATT06512,DLI24SDA000025,2026-01-17,Present,N,No
ATT10284,DLI25SDA000061,2026-07-25,Present,N,NO
ATT06568,DLI24SDA000026,2026-03-21,Present,NO,NO
ATT00330,DLI22SDA000013,2024-09-08,Present,N,no
ATT04417,DLI23SDA000053,2025-09-21,PRESENT,No,no
ATT04304,DLI23SDA000051,2024-11-10,Present,N,no
ATT00423,DLI22SDA000016,2024-12-15,Present,no,No
ATT03655,DLI23SDA000037,2026-01-03,Present,No,No
ATT06496,DLI24SDA000025,2025-03-02,Absent,No,NO
ATT03203,DLI23SDA000028,2024-12-07,Present,NO,N
ATT10031,DLI25SDA000051,2026-01-17,Present,No,no
ATT01448,DLI22SDA000054,2024-12-07,Present,NO,NO
ATT10587,DLI26SDA000021,2026-07-25,Present,No,N
ATT02814,DLI23SDA000020,2024-10-26,Present,No,No
ATT07317,DLI24SDA000041,2025-05-10,P,No,N
ATT06490,DLI24SDA000025,2024-11-30,Present,no,no
ATT09117,DLI25SDA000013,2025-12-08,Absent,No,N
ATT00017,DLI22SDA000001,2024-12-07,PRESENT,NO,No
ATT10495,DLI25SDA000070,2026-04-25,Present,No,N
ATT09637,DLI25SDA000035,2025-08-17,Present,No,N
ATT00864,DLI22SDA000032,2025-05-10,Present,no,No
ATT09943,DLI25SDA000047,2026-04-25,Present,No,NO
ATT00676,DLI22SDA000026,2024-08-04,Present,no,N
ATT05479,DLI24SDA000005,2025-04-27,Present,N,No
ATT01943,DLI23SDA000002,2024-09-01,present,No,No
ATT10417,DLI25SDA000067,2026-01-31,Present,No,no
ATT05383,DLI24SDA000003,2025-09-21,Present,Yes,N
ATT01730,DLI22SDA000065,2024-08-08,Present,no,NO
ATT01381,DLI22SDA000052,2024-08-24,Present,YES,No
ATT03119,DLI23SDA000026,2025-08-24,Present,no,NO
ATT05155,DLI23SDA000069,2024-08-04,Present,N,No
ATT07804,DLI24SDA000051,2024-08-24,Absent,No,No
ATT04175,DLI23SDA000048,2025-08-24,Present,NO,No
ATT07860,DLI24SDA000052,2024-10-04,P,no,N
ATT05609,DLI24SDA000008,2024-08-08,Present,no,N
ATT08964,DLI25SDA000006,2026-07-25,Present,N,NO
ATT07074,DLI24SDA000036,2026-01-24,Absent,NO,yes
ATT07367,DLI24SDA000042,2025-05-03,Present,N,No
ATT10561,DLI26SDA000013,2026-07-11,Present,No,N
ATT01596,DLI22SDA000060,2024-08-17,Present,No,NO
ATT02377,DLI23SDA000011,2024-09-14,Present,N,N
ATT01201,DLI22SDA000045,2024-10-31,Present,NO,NO
ATT09807,DLI25SDA000042,2025-09-06,Absent,NO,NO
ATT02934,DLI23SDA000022,2025-12-08,Present,No,No
ATT08609,DLI24SDA000066,2026-03-28,PRESENT,N,NO
ATT08889,DLI25SDA000003,2026-05-17,Present,NO,No
ATT01558,DLI22SDA000058,2025-01-05,Present,no,NO
ATT05656,DLI24SDA000008,2026-07-11,P,No,no
ATT01330,DLI22SDA000050,2024-09-14,Present,No,NO
ATT09518,DLI25SDA000030,2025-08-24,present,No,no
ATT10052,DLI25SDA000052,2025-11-15,Present,No,NO
ATT01986,DLI23SDA000002,2026-05-17,Present,No,No
ATT04625,DLI23SDA000057,2026-05-02,Present,NO,No
ATT10039,DLI25SDA000051,2026-04-25,present,No,No
ATT02607,DLI23SDA000015,2026-04-18,PRESENT,No,NO
ATT04953,DLI23SDA000064,2026-01-24,Present,No,no
ATT06988,DLI24SDA000035,2024-08-24,P,No,No
ATT08408,DLI24SDA000062,2026-05-02,Present,N,N
ATT01413,DLI22SDA000053,2024-10-04,Present,NO,no
ATT03742,DLI23SDA000039,2025-08-17,Present,No,No
ATT03592,DLI23SDA000036,2025-03-02,Present,no,NO
ATT02708,DLI23SDA000018,2024-08-08,Absent,No,No
ATT06966,DLI24SDA000034,2025-10-05,Present,N,no
ATT08212,DLI24SDA000059,2024-08-24,Present,N,No
ATT01102,DLI22SDA000041,2025-03-02,present,N,No
ATT10696,DLI26SDA000058,2026-07-11,Present,NO,N
ATT06454,DLI24SDA000024,2025-09-21,Present,N,No
ATT00173,DLI22SDA000007,2024-10-20,P,No,No
ATT07824,DLI24SDA000051,2025-04-12,P,NO,no
ATT09802,DLI25SDA000041,2026-07-11,A,No,No
ATT04103,DLI23SDA000047,2024-09-01,present,NO,No
ATT09230,DLI25SDA000018,2025-08-24,Present,no,No
ATT07628,DLI24SDA000047,2025-09-28,Absent,No,No
ATT03078,DLI23SDA000025,2025-12-08,Absent,N,No
ATT00638,DLI22SDA000024,2024-12-07,Present,no,No
ATT06638,DLI24SDA000028,2024-10-20,Absent,NO,NO
ATT09007,DLI25SDA000008,2026-04-25,Present,No,no
ATT09419,DLI25SDA000025,2026-07-18,Present,N,NO
ATT04089,DLI23SDA000046,2026-01-24,Present,No,no
ATT09248,DLI25SDA000018,2026-05-02,Present,no,No
ATT09070,DLI25SDA000011,2026-01-03,Present,No,No
ATT00894,DLI22SDA000034,2024-08-17,Present,No,No
ATT06163,DLI24SDA000018,2026-04-25,P,no,No
ATT02044,DLI23SDA000004,2024-10-13,Present,No,No
ATT00852,DLI22SDA000032,2024-11-17,present,No,No
ATT08491,DLI24SDA000064,2025-08-17,Present,N,NO
ATT00297,DLI22SDA000011,2025-05-10,Present,no,N
ATT08130,DLI24SDA000057,2025-04-12,PRESENT,No,NO
ATT02895,DLI23SDA000021,2026-04-18,Present,no,N
ATT08092,DLI24SDA000056,2026-01-03,P,No,no
ATT05105,DLI23SDA000067,2026-05-02,Present,no,No
ATT00249,DLI22SDA000010,2024-09-08,Present,Y,No
ATT00985,DLI22SDA000037,2024-10-31,Absent,No,No
ATT08304,DLI24SDA000060,2026-04-18,Present,No,NO
ATT10682,DLI26SDA000053,2026-07-18,Present,no,no
ATT02041,DLI23SDA000004,2024-09-14,Present,NO,N
ATT01221,DLI22SDA000046,2024-09-08,P,NO,No
ATT10413,DLI25SDA000067,2025-12-08,Present,No,N
ATT07620,DLI24SDA000047,2025-04-12,P,no,NO
ATT05985,DLI24SDA000015,2025-02-01,Present,No,no
ATT05762,DLI24SDA000011,2024-08-08,Present,No,no
ATT05876,DLI24SDA000013,2024-11-10,Absent,no,N
ATT01585,DLI22SDA000059,2025-01-05,Present,N,no
ATT08208,DLI24SDA000058,2026-07-25,Present,yes,No
ATT05086,DLI23SDA000067,2025-08-17,Present,no,N
ATT04229,DLI23SDA000049,2025-11-15,Present,no,N
ATT05856,DLI24SDA000012,2026-04-18,Present,N,No
ATT07884,DLI24SDA000052,2025-10-05,Present,NO,N
ATT00659,DLI22SDA000025,2024-10-20,Present,No,no
ATT03597,DLI23SDA000036,2025-05-10,Present,NO,No
ATT06738,DLI24SDA000030,2024-10-04,Present,no,No
ATT07727,DLI24SDA000049,2025-08-24,Absent,N,yes
ATT09495,DLI25SDA000029,2025-09-06,present,No,NO
ATT10022,DLI25SDA000051,2025-08-24,Present,N,No
ATT02685,DLI23SDA000017,2025-05-10,Present,No,no
ATT02568,DLI23SDA000015,2024-09-08,absent,N,Yes
ATT09074,DLI25SDA000011,2026-02-08,Present,no,no
ATT09221,DLI25SDA000017,2026-03-28,Present,N,NO
ATT00277,DLI22SDA000011,2024-09-14,Present,no,no
ATT00321,DLI22SDA000012,2025-04-12,Present,No,NO
ATT05443,DLI24SDA000004,2026-01-31,present,N,NO
ATT03148,DLI23SDA000027,2024-10-13,Present,Y,No
ATT10155,DLI25SDA000056,2026-02-28,Present,NO,No
ATT07595,DLI24SDA000046,2026-07-18,Present,NO,NO
ATT07892,DLI24SDA000052,2026-02-08,Present,N,N
ATT00419,DLI22SDA000016,2024-11-10,Present,yes,no
ATT02798,DLI23SDA000019,2026-03-28,Present,NO,NO
ATT01840,DLI22SDA000069,2024-08-24,Present,NO,No
ATT09838,DLI25SDA000043,2026-01-03,Present,No,no
ATT08612,DLI24SDA000066,2026-05-02,Present,NO,No
ATT07093,DLI24SDA000037,2024-09-14,Absent,N,yes
ATT08027,DLI24SDA000055,2025-03-29,A,no,No
ATT06972,DLI24SDA000034,2026-01-24,Present,no,N
ATT10846,DLI23SDA009970,2026-04-18,A,Y,N
ATT09428,DLI25SDA000026,2025-11-15,Present,No,No
ATT05056,DLI23SDA000066,2026-04-25,Present,N,N
ATT08078,DLI24SDA000056,2025-03-29,Present,No,no
ATT00972,DLI22SDA000036,2025-05-10,Present,N,NO
ATT09387,DLI25SDA000024,2026-02-28,Present,No,No
ATT09057,DLI25SDA000010,2026-05-17,Present,No,No
ATT08490,DLI24SDA000064,2025-05-10,Absent,N,No
ATT01184,DLI22SDA000044,2025-03-29,Present,Yes,No
ATT04947,DLI23SDA000064,2025-10-05,Present,NO,N
ATT09288,DLI25SDA000020,2026-01-24,Present,NO,N
ATT00478,DLI22SDA000018,2025-01-05,Present,NO,No
ATT08978,DLI25SDA000007,2026-02-08,Present,No,No
ATT01355,DLI22SDA000051,2024-09-01,Present,N,N
ATT06506,DLI24SDA000025,2025-09-28,Present,NO,NO
ATT09615,DLI25SDA000034,2025-09-06,Present,NO,No
ATT05063,DLI23SDA000067,2024-09-01,Absent,no,No
ATT03289,DLI23SDA000030,2024-09-14,Present,No,N
ATT03043,DLI23SDA000025,2024-08-04,Present,NO,No
ATT05434,DLI24SDA000004,2025-09-21,Present,NO,No
ATT05782,DLI24SDA000011,2025-03-02,Present,No,N
ATT02015,DLI23SDA000003,2025-08-24,Present,No,NO
ATT03037,DLI23SDA000024,2026-03-21,Present,No,No
ATT02518,DLI23SDA000014,2024-08-24,Present,No,no
ATT09488,DLI25SDA000028,2026-05-02,Present,NO,No
ATT00087,DLI22SDA000004,2024-09-08,Present,no,No
ATT05103,DLI23SDA000067,2026-04-18,Present,NO,No
ATT02079,DLI23SDA000004,2026-04-18,Present,NO,No
ATT05009,DLI23SDA000065,2026-05-02,Present,N,No
ATT05654,DLI24SDA000008,2026-05-02,Absent,NO,NO
ATT09872,DLI25SDA000044,2026-05-02,P,no,NO
ATT07289,DLI24SDA000040,2026-07-18,Present,no,No
ATT10410,DLI25SDA000067,2025-10-05,Absent,No,Yes
ATT06807,DLI24SDA000031,2025-05-10,Absent,No,No
ATT06115,DLI24SDA000017,2026-07-11,P,no,NO
ATT00912,DLI22SDA000034,2025-02-01,Absent,no,NO
ATT06977,DLI24SDA000034,2026-03-28,Present,N,no
ATT09858,DLI25SDA000044,2025-10-05,Present,No,no
ATT08006,DLI24SDA000055,2024-08-08,PRESENT,no,No
ATT03362,DLI23SDA000031,2025-09-28,Present,NO,NO
ATT08604,DLI24SDA000066,2026-01-24,Present,No,No
ATT06063,DLI24SDA000016,2026-05-17,Absent,No,N
ATT06736,DLI24SDA000030,2024-09-14,Absent,No,NO
ATT04528,DLI23SDA000055,2026-04-25,Present,NO,NO
ATT00679,DLI22SDA000026,2024-08-24,Present,No,No
ATT08055,DLI24SDA000055,2026-07-25,Present,NO,NO
ATT05834,DLI24SDA000012,2025-03-29,Present,no,No
ATT07142,DLI24SDA000038,2024-09-01,Present,N,No
ATT03510,DLI23SDA000034,2025-12-08,Present,NO,No
ATT05082,DLI23SDA000067,2025-04-12,Present,No,N
ATT10238,DLI25SDA000060,2025-08-24,Present,Yes,No
ATT09958,DLI25SDA000048,2026-01-03,PRESENT,No,NO
ATT06674,DLI24SDA000028,2026-05-02,Present,no,no
ATT07656,DLI24SDA000048,2024-10-04,Present,No,No
ATT00322,DLI22SDA000012,2025-04-27,Absent,No,YES
ATT03764,DLI23SDA000040,2024-08-08,Present,No,No
ATT06232,DLI24SDA000020,2024-10-31,PRESENT,no,No
ATT00450,DLI22SDA000017,2024-12-15,Absent,N,Yes
ATT04781,DLI23SDA000061,2024-10-20,Present,N,NO
ATT09122,DLI25SDA000013,2026-02-08,Present,NO,N
ATT05019,DLI23SDA000066,2024-10-04,Absent,No,NO
ATT02787,DLI23SDA000019,2025-10-05,Present,Yes,NO
ATT01613,DLI22SDA000060,2025-01-26,Present,no,N
ATT01654,DLI22SDA000062,2024-09-14,Present,No,No
ATT10826,DLI23SDA009136,2026-04-18,Absent,no,Yes
ATT06510,DLI24SDA000025,2025-12-08,Present,NO,No
ATT07944,DLI24SDA000053,2026-02-28,Absent,No,Yes
ATT02778,DLI23SDA000019,2025-04-12,Present,no,No
ATT05281,DLI24SDA000001,2025-09-21,Present,No,No
ATT00880,DLI22SDA000033,2024-11-30,Absent,No,No
ATT09800,DLI25SDA000041,2026-05-02,Absent,no,N
ATT02428,DLI23SDA000012,2024-10-13,Present,No,N
ATT04521,DLI23SDA000055,2026-01-24,Absent,No,No
ATT01947,DLI23SDA000002,2024-10-04,Present,NO,No
ATT07623,DLI24SDA000047,2025-05-10,Present,N,N
ATT09024,DLI25SDA000009,2026-01-24,Present,NO,N
ATT03961,DLI23SDA000044,2024-09-14,Present,N,No
ATT07129,DLI24SDA000037,2026-03-21,Present,no,N
ATT00913,DLI22SDA000034,2025-03-02,Absent,No,NO
ATT05885,DLI24SDA000013,2025-03-29,Present,No,no
ATT06357,DLI24SDA000022,2025-12-08,Present,No,NO
ATT06300,DLI24SDA000021,2025-09-06,Present,N,NO
ATT08906,DLI25SDA000004,2026-02-08,Present,No,No
ATT10679,DLI26SDA000052,2026-07-18,Present,No,No
ATT08066,DLI24SDA000056,2024-10-20,Present,NO,N
ATT08100,DLI24SDA000056,2026-04-18,Present,NO,No
ATT04470,DLI23SDA000054,2025-12-08,P,No,No
ATT10202,DLI25SDA000058,2026-02-08,Present,no,No
ATT03576,DLI23SDA000036,2024-09-08,Present,No,NO
ATT05998,DLI24SDA000015,2025-10-16,Absent,No,No
ATT00740,DLI22SDA000028,2024-10-20,Present,No,No
ATT08353,DLI24SDA000061,2026-03-21,Present,NO,No
ATT05042,DLI23SDA000066,2025-09-28,Present,No,no
ATT08923,DLI25SDA000005,2025-10-16,Present,no,No
ATT03590,DLI23SDA000036,2025-01-26,Present,no,No
ATT10109,DLI25SDA000054,2026-03-28,Present,No,No
ATT08105,DLI24SDA000056,2026-07-18,Present,No,No
ATT00637,DLI22SDA000024,2024-11-30,Present,No,N
ATT10816,DLI23SDA009175,2025-09-06,P,No,N
ATT05032,DLI23SDA000066,2025-03-02,Present,No,NO
ATT02175,DLI23SDA000006,2026-04-18,Present,No,No
ATT07493,DLI24SDA000044,2026-07-18,present,no,no
ATT06872,DLI24SDA000032,2026-02-08,Present,NO,No
ATT05849,DLI24SDA000012,2026-01-17,P,N,no
ATT09331,DLI25SDA000022,2025-10-16,present,NO,NO
ATT00942,DLI22SDA000035,2025-04-12,Present,NO,No
ATT03623,DLI23SDA000037,2024-09-01,Present,no,NO
ATT10406,DLI25SDA000067,2025-08-24,Present,No,NO
ATT05763,DLI24SDA000011,2024-08-17,Present,No,N
ATT03472,DLI23SDA000033,2026-04-25,Present,N,no
ATT01462,DLI22SDA000055,2024-08-24,Present,No,no
ATT01985,DLI23SDA000002,2026-05-02,Present,N,NO
ATT04135,DLI23SDA000047,2026-01-03,Present,NO,No
ATT05362,DLI24SDA000003,2024-10-13,Present,NO,N
ATT10141,DLI25SDA000056,2025-08-17,PRESENT,No,No
ATT08213,DLI24SDA000059,2024-09-01,Present,Yes,N
ATT07388,DLI24SDA000042,2026-05-02,Present,NO,N
ATT00518,DLI22SDA000020,2024-09-01,Present,NO,No
ATT09866,DLI25SDA000044,2026-02-08,Absent,No,No
ATT02908,DLI23SDA000022,2024-10-13,Present,NO,No
ATT02391,DLI23SDA000011,2025-02-01,Absent,no,No
ATT09199,DLI25SDA000016,2026-04-25,P,No,NO
ATT09893,DLI25SDA000045,2026-03-28,Present,N,NO
ATT01811,DLI22SDA000068,2024-08-08,Present,No,NO
ATT02204,DLI23SDA000007,2025-05-03,Present,NO,No
ATT00132,DLI22SDA000005,2025-04-12,present,YES,no
ATT03705,DLI23SDA000038,2026-01-24,present,Y,no
ATT03860,DLI23SDA000042,2024-08-08,Present,NO,No
ATT04737,DLI23SDA000060,2024-11-17,Present,NO,NO
ATT01722,DLI22SDA000064,2025-02-01,PRESENT,NO,N
ATT08172,DLI24SDA000058,2024-11-17,absent,N,No
ATT09738,DLI25SDA000039,2025-10-05,Present,No,no
ATT05460,DLI24SDA000005,2024-09-08,Present,No,No
ATT00804,DLI22SDA000030,2025-02-01,Present,NO,N
ATT04087,DLI23SDA000046,2026-01-03,Present,No,NO
ATT04144,DLI23SDA000047,2026-04-25,Absent,No,No
ATT08001,DLI24SDA000054,2026-05-17,Present,No,N
ATT10577,DLI26SDA000018,2026-07-18,Present,No,No
ATT08182,DLI24SDA000058,2025-04-27,Absent,No,Y
ATT09691,DLI25SDA000037,2025-10-16,Present,N,No
ATT01560,DLI22SDA000058,2025-02-01,Present,N,No
ATT10828,DLI99SDA009999,2026-07-11,PRESENT,No,Yes
ATT02915,DLI23SDA000022,2024-12-07,Present,No,No
ATT00869,DLI22SDA000033,2024-09-01,Present,N,NO
ATT04408,DLI23SDA000053,2025-03-02,Present,No,No
ATT06780,DLI24SDA000030,2026-07-25,Present,No,N
ATT01491,DLI22SDA000056,2024-09-08,Present,no,No
ATT02770,DLI23SDA000019,2024-11-30,Present,no,no
ATT05038,DLI23SDA000066,2025-08-17,Present,No,N
ATT01237,DLI22SDA000046,2025-03-02,Present,NO,No
ATT03624,DLI23SDA000037,2024-09-08,Present,N,no
ATT00655,DLI22SDA000025,2024-09-14,Present,No,No
ATT08668,DLI24SDA000068,2024-08-04,Present,NO,No
ATT05225,DLI23SDA000070,2025-03-29,Present,No,no
ATT10130,DLI25SDA000055,2026-02-08,Present,NO,N
ATT10823,DLI23SDA009136,2025-05-10,P,N,N
ATT06100,DLI24SDA000017,2025-10-16,Present,No,no
ATT04154,DLI23SDA000048,2024-09-22,Present,No,no
ATT08881,DLI25SDA000003,2026-01-31,Present,No,N
ATT05429,DLI24SDA000004,2025-05-03,P,no,N
ATT06812,DLI24SDA000031,2025-09-28,Present,N,No
ATT09372,DLI25SDA000023,2026-07-25,Present,no,NO
ATT03767,DLI23SDA000040,2024-09-01,Present,yes,N
ATT07355,DLI24SDA000042,2024-11-10,Present,N,No
ATT10505,DLI25SDA000071,2025-09-28,P,No,No
ATT00076,DLI22SDA000003,2025-03-02,Present,N,no
ATT04320,DLI23SDA000051,2025-09-06,ABSENT,N,NO
ATT09680,DLI25SDA000036,2026-05-02,Present,No,NO
ATT06360,DLI24SDA000022,2026-01-24,P,N,N
ATT09743,DLI25SDA000039,2026-01-17,Present,no,No
ATT07982,DLI24SDA000054,2025-08-24,Present,N,N
ATT09127,DLI25SDA000013,2026-04-25,Absent,N,NO
ATT00035,DLI22SDA000002,2024-09-22,Present,No,No
ATT03748,DLI23SDA000039,2025-10-16,PRESENT,NO,No
ATT03171,DLI23SDA000027,2025-10-05,Present,NO,N
ATT06078,DLI24SDA000017,2024-10-26,Present,N,NO
ATT00441,DLI22SDA000017,2024-10-04,Present,N,NO
ATT09344,DLI25SDA000022,2026-05-02,Present,no,no
ATT09683,DLI25SDA000036,2026-07-18,Present,no,NO
ATT03048,DLI23SDA000025,2024-09-08,present,no,No
ATT03802,DLI23SDA000040,2026-01-31,Present,No,no
ATT07267,DLI24SDA000040,2025-08-17,Present,N,No
ATT07057,DLI24SDA000036,2025-03-02,Present,No,N
ATT05159,DLI23SDA000069,2024-09-01,Present,No,NO
ATT03436,DLI23SDA000033,2024-10-13,PRESENT,No,NO
ATT06589,DLI24SDA000027,2024-10-31,Present,NO,no
ATT07390,DLI24SDA000042,2026-07-11,Present,No,no
ATT00645,DLI22SDA000024,2025-04-12,Absent,NO,No
ATT03729,DLI23SDA000039,2024-11-17,Present,NO,No
ATT08118,DLI24SDA000057,2024-10-26,Present,No,no
ATT01119,DLI22SDA000042,2024-10-26,Present,No,No
ATT03737,DLI23SDA000039,2025-03-29,Absent,no,NO
ATT10529,DLI26SDA000002,2026-07-18,Absent,N,no
ATT10658,DLI26SDA000045,2026-07-18,absent,NO,N
ATT08136,DLI24SDA000057,2025-09-06,Present,no,NO
ATT09249,DLI25SDA000018,2026-05-17,Present,No,NO
ATT10887,DLI25SDA009720,2025-01-05,PRESENT,no,Y
ATT04929,DLI23SDA000064,2024-11-17,Present,no,No
ATT02947,DLI23SDA000023,2024-08-04,Present,No,no
ATT10819,DLI25SDA008572,2026-04-18,Present,N,Y
ATT00560,DLI22SDA000021,2025-01-26,Present,no,no
ATT00465,DLI22SDA000018,2024-09-08,Present,Yes,NO
ATT04105,DLI23SDA000047,2024-09-14,Present,No,N
ATT04468,DLI23SDA000054,2025-10-16,Absent,no,N
ATT03636,DLI23SDA000037,2024-12-15,Present,No,NO
ATT10834,DLI25SDA009233,2026-07-25,Present,no,No
ATT06737,DLI24SDA000030,2024-09-22,Present,N,N
ATT07247,DLI24SDA000040,2024-09-22,Present,No,No
ATT06439,DLI24SDA000024,2024-11-30,Present,No,NO
ATT05846,DLI24SDA000012,2025-11-15,A,No,N
ATT10122,DLI25SDA000055,2025-10-05,Absent,No,N
ATT00544,DLI22SDA000021,2024-08-24,Absent,no,NO
ATT10464,DLI25SDA000069,2026-01-24,present,N,No
ATT10636,DLI26SDA000038,2026-07-11,Present,No,N
ATT06420,DLI24SDA000023,2026-05-17,Present,no,N
ATT08958,DLI25SDA000006,2026-04-18,present,No,no
ATT08141,DLI24SDA000057,2025-11-15,Present,No,No
ATT07044,DLI24SDA000036,2024-10-04,Absent,No,No
ATT00297,DLI22SDA000011,2025-05-10,Present,no,N
ATT05017,DLI23SDA000066,2024-09-14,Present,No,NO
ATT09703,DLI25SDA000037,2026-04-25,present,No,No
ATT02437,DLI23SDA000012,2025-01-05,Present,No,NO
ATT09864,DLI25SDA000044,2026-01-24,Present,NO,No
ATT06655,DLI24SDA000028,2025-08-17,Present,NO,NO
ATT08910,DLI25SDA000004,2026-04-18,Present,Yes,no
ATT01607,DLI22SDA000060,2024-11-10,Present,Yes,N
ATT06397,DLI24SDA000023,2025-04-27,Present,No,N
ATT07890,DLI24SDA000052,2026-01-24,Present,no,No
ATT05955,DLI24SDA000014,2026-02-28,Present,no,No
ATT07848,DLI24SDA000051,2026-05-17,Present,NO,NO
ATT02110,DLI23SDA000005,2025-08-17,Present,yes,no
ATT07257,DLI24SDA000040,2024-12-15,Present,N,no
ATT07076,DLI24SDA000036,2026-02-08,Present,No,N
ATT01227,DLI22SDA000046,2024-10-26,absent,no,no
ATT10489,DLI25SDA000070,2026-01-31,Present,NO,no
ATT06929,DLI24SDA000033,2026-05-02,Present,N,N
ATT03083,DLI23SDA000025,2026-02-08,Present,No,No
ATT02525,DLI23SDA000014,2024-10-20,Present,no,no
ATT04338,DLI23SDA000051,2026-05-17,Present,N,no
ATT04801,DLI23SDA000061,2025-09-21,Present,No,No
ATT00363,DLI22SDA000014,2024-10-26,Present,No,No
ATT05636,DLI24SDA000008,2025-08-24,Present,No,No
ATT07155,DLI24SDA000038,2024-12-15,present,No,N
ATT04914,DLI23SDA000063,2026-05-17,Present,N,No
ATT01015,DLI22SDA000038,2024-11-30,Present,No,NO
ATT05000,DLI23SDA000065,2026-01-17,Present,N,No
ATT09158,DLI25SDA000015,2025-08-24,Present,N,no
ATT03432,DLI23SDA000033,2024-09-08,Present,no,no
ATT01991,DLI23SDA000003,2024-09-01,Present,N,no
ATT04990,DLI23SDA000065,2025-08-17,Present,No,no
ATT08391,DLI24SDA000062,2025-09-06,P,N,N
ATT03896,DLI23SDA000042,2026-01-17,Present,NO,N
ATT10290,DLI25SDA000062,2025-10-05,Present,no,NO
ATT04028,DLI23SDA000045,2025-05-03,Present,No,N
ATT09390,DLI25SDA000024,2026-04-18,Present,NO,N
ATT06562,DLI24SDA000026,2026-01-03,Present,Yes,no
ATT03936,DLI23SDA000043,2025-09-06,Absent,No,No
ATT00485,DLI22SDA000018,2025-05-03,Absent,NO,Y
ATT09739,DLI25SDA000039,2025-10-16,Present,No,NO
ATT03892,DLI23SDA000042,2025-10-16,Present,N,No
ATT00963,DLI22SDA000036,2024-12-15,Present,N,N
ATT02213,DLI23SDA000007,2025-11-15,Present,No,No
ATT06726,DLI24SDA000029,2026-05-17,Present,Yes,No
ATT03072,DLI23SDA000025,2025-09-06,Absent,no,N
ATT02840,DLI23SDA000020,2026-01-17,Present,NO,N
ATT01572,DLI22SDA000059,2024-09-08,P,NO,no
ATT04838,DLI23SDA000062,2025-01-26,Absent,no,No
ATT06297,DLI24SDA000021,2025-05-10,Present,no,N
ATT07262,DLI24SDA000040,2025-03-29,Present,no,no
ATT06946,DLI24SDA000034,2024-10-31,Present,No,No
ATT08364,DLI24SDA000062,2024-08-17,Absent,No,Y
ATT02802,DLI23SDA000019,2026-05-17,ABSENT,No,No
ATT05701,DLI24SDA000009,2026-03-21,absent,No,No
ATT10037,DLI25SDA000051,2026-03-28,Absent,No,YES
ATT08979,DLI25SDA000007,2026-02-28,P,no,no
ATT00256,DLI22SDA000010,2024-10-31,Present,No,N
ATT08050,DLI24SDA000055,2026-04-25,P,N,No
ATT10753,UNKNOWN_CADET,2025-03-29,PRESENT,Yes,Yes
ATT10863,DLI25SDA008947,2026-01-17,P,Y,Yes
ATT03403,DLI23SDA000032,2025-04-27,Present,N,No
ATT07050,DLI24SDA000036,2024-11-17,Present,No,NO
